vendor,category,confidence
Bagmati Point Lalitpur,Other,0.81
City Mart Bhaktapur,Shopping,0.97
Sunrise Momo,Food & Dining,0.98
Heritage Energy Bhaktapur,Utilities,0.84
Prime Provider 668,Other,0.9
Butwal Center 469,Education,0.86
Sukrishna Global Point Butwal,Other,0.95
Mero Solutions,Business,0.91
Hetauda Mart,Food & Dining,0.98
Syangja Modern Guest House Pokhara,Travel,0.87
Happy Gaming Hetauda,Entertainment,0.96
Pokhara Broadband Bhaktapur,Utilities,0.91
Green Logistics,Business,0.92
Butwal Resort Butwal 714,Travel,0.92
Sundar Corner,Other,0.8
Quick Super School,Education,0.88
Mero Modern Fashion,Shopping,0.97
Bagmati Hostel,Business,0.96
Butwal Arcade Chitwan 55,Entertainment,0.94
Royal Modern Lodge,Travel,0.91
Sukrishna Travels 870,Transportation,0.89
Koshi Fashion,Shopping,0.98
Riverside Trek Bhaktapur,Travel,0.89
Elite Trek,Travel,0.92
Lumbini Travels,Transportation,0.95
Seti Lodge 765,Travel,0.87
Green Provider Jumla,Other,0.95
Chitwan Tuition Chitwan 189,Education,0.91
Green Goods Nepalgunj,Other,0.93
Trust Agency Lalitpur,Travel,0.91
Sunrise Provider 520,Other,0.89
Chitwan Diner 57,Food & Dining,0.84
Nepal Pharmacy Syangja 760,Healthcare,0.98
Nepalgunj Cinema,Entertainment,0.86
Mountain Printing 531,Business,0.95
Kathmandu Tours,Travel,0.83
Lalitpur Super Service Hetauda,Utilities,0.87
Butwal Agency,Travel,0.99
Gorkha Shop Bhaktapur,Other,0.93
Sunrise Fuel Station,Transportation,0.83
Gorkha Electric,Utilities,0.92
Janakpur Health Center,Healthcare,0.86
Sajilo Urban Kirana 102,Other,0.86
Royal Kitchen,Food & Dining,0.82
Trust Supplies,Business,0.97
Nepalgunj Shop Lalitpur,Shopping,0.83
Ananda Lounge Chitwan,Entertainment,0.92
Urban Office Chitwan,Business,0.9
Bagmati Electric,Utilities,0.9
Classic Care,Healthcare,0.8
Lakeside Taxi Janakpur,Transportation,0.82
Kathmandu Global Depo 601,Shopping,0.96
Suryodaya Agency Chitwan,Business,0.91
Metro Theatre Janakpur,Entertainment,0.86
Prime Urban Sewa Lalitpur,Transportation,0.97
Biratnagar Mega Kirana Jumla,Other,0.86
Kathmandu Arcade,Entertainment,0.93
Bagmati Fuel Station Pokhara,Transportation,0.86
Bhaktapur Mega Utility,Utilities,0.96
Janakpur Corner Kathmandu,Other,0.88
Chitwan Point,Other,0.9
Riverside Flight,Travel,0.97
Urban College,Education,0.88
Everest Super Tuition,Education,0.98
Dharan Super Electronics,Shopping,0.95
Riverside Assortment Syangja,Other,0.86
Sukrishna Global Playzone Pokhara,Entertainment,0.92
Quick Events Dharan,Entertainment,0.99
Royal Pasal,Other,0.85
Lakeside Hostel Lalitpur,Business,0.98
Dharan Mart 778,Shopping,0.88
Hetauda Tuition,Education,0.83
Nepalgunj Provider 202,Other,0.8
Riverside Bakery Syangja,Food & Dining,0.82
Mero Retreat,Travel,0.91
Sukrishna Super Provider,Other,0.99
Himal Trek Nepalgunj,Travel,0.91
Mero Fashion Hetauda,Shopping,0.9
Blue Shop Dhangadhi,Other,0.91
Bhaktapur Sewa Pokhara,Transportation,0.9
Golden Studio Kathmandu,Entertainment,0.93
Golden Bazaar,Shopping,0.9
Naya Modern Provider 315,Other,0.86
City Bakery,Food & Dining,0.84
Hetauda Kirana Butwal 312,Other,0.89
Chitwan Agency Syangja 565,Travel,0.92
Elite Office Hetauda,Business,0.94
Pashupati Depo Pokhara,Shopping,0.88
Sajilo Supplies,Business,0.86
Suryodaya Vendor,Other,0.93
Janakpur Diner,Food & Dining,0.88
Smart Global Broadband,Utilities,0.9
Urban Training,Education,0.82
Sundar Urban Tours,Travel,0.96
Pokhara Kirana,Other,0.83
Urban Wellness Janakpur,Healthcare,0.92
Biratnagar Retreat Bhaktapur,Travel,0.84
Chitwan Resort,Travel,0.93
Suryodaya Sewa Pokhara,Transportation,0.82
Trust Urban Garage Lalitpur,Transportation,0.83
Heritage Mega Mart Butwal 812,Food & Dining,0.92
Butwal Beverages,Food & Dining,0.9
Riverside Entertainment Butwal,Entertainment,0.95
Nepalgunj Bazaar Chitwan,Shopping,0.88
Hetauda Taxi,Transportation,0.84
Pokhara Classic Telecom Butwal,Utilities,0.81
Sunrise Pharmacy Kathmandu,Healthcare,0.86
Mountain Global Kitchen,Food & Dining,0.98
Kathmandu Restaurant Pokhara,Food & Dining,0.97
Metro Ayurveda,Healthcare,0.89
Smart Mart 580,Food & Dining,0.89
Quick Garage Dharan 662,Transportation,0.87
Sunrise Urban Depo,Shopping,0.96
Dullu Urban Tours,Travel,0.92
Smart Entertainment Lalitpur,Entertainment,0.91
Sukrishna Energy 583,Utilities,0.94
Quick Entertainment 449,Entertainment,0.98
Bishal Urban Trans Nepalgunj,Transportation,0.84
Elite Electric,Utilities,0.96
Green Mega Diner,Food & Dining,0.91
Everest Tuition Bhaktapur,Education,0.85
Heritage Classic Momo Butwal,Food & Dining,0.97
Riverside Bus Service Dharan,Transportation,0.95
Chitwan Studio Lalitpur,Entertainment,0.91
Pashupati Pharmacy,Healthcare,0.9
Gorkha Super Assortment,Other,0.87
Trust Urban University Dhangadhi,Education,0.88
Janakpur Point Bhaktapur 818,Other,0.97
Metro Agency Gorkha,Travel,0.82
Mountain Stationery Biratnagar,Education,0.86
Seti Travels 620,Transportation,0.9
Quick Diagnostics Kathmandu,Healthcare,0.88
Lalitpur Travels,Travel,0.8
Elite Events,Entertainment,0.85
First Taxi Dhangadhi,Transportation,0.98
Seti Modern Depo 563,Shopping,0.88
Butwal Entertainment,Entertainment,0.97
Good Tours,Travel,0.91
Sajilo Service Dharan,Utilities,0.83
Nepal Kirana,Other,0.96
Golden Rides Syangja,Transportation,0.91
Smart Academy Syangja,Education,0.81
Royal Garage Syangja,Transportation,0.93
Moonlight Restaurant Butwal,Food & Dining,0.95
Good Clinic,Healthcare,0.94
Nepal Fashion,Shopping,0.82
Sukrishna Arcade Dhangadhi,Entertainment,0.89
Urban Electronics 575,Shopping,0.89
Happy Fuel Station,Transportation,0.94
Urban Diagnostics Jumla 758,Healthcare,0.89
Heritage Bazaar 680,Shopping,0.81
Pokhara Solutions Dhangadhi 830,Business,0.95
Prime Agency Jumla,Business,0.92
Trust Mart,Shopping,0.81
Kathmandu Medical,Healthcare,0.87
Ananda Events Chitwan,Entertainment,0.91
Everest Agency Dharan,Business,0.86
Sundar Vendor Kathmandu,Other,0.93
Sukrishna College 895,Education,0.84
Lumbini Mega Fashion,Shopping,0.94
Happy Global Hostel Syangja,Business,0.87
Golden Agency,Travel,0.95
Butwal Outlet,Shopping,0.94
Happy Global Transport,Transportation,0.97
Sukrishna Clinic Biratnagar,Healthcare,0.81
Lumbini Global Sewa 892,Transportation,0.87
Mero Outlet,Shopping,0.97
Bishal Hospital Nepalgunj,Healthcare,0.93
Seti Events Pokhara,Entertainment,0.85
Trust Hotel Dhangadhi,Travel,0.81
Ananda Wellness,Healthcare,0.97
Trust Beverages Chitwan,Food & Dining,0.9
Janakpur Mega Entertainment Nepalgunj,Entertainment,0.8
Biratnagar Events Syangja,Entertainment,0.83
Sukrishna Studio,Entertainment,0.84
Dharan Resort Bhaktapur 472,Travel,0.9
Mountain Medical 254,Healthcare,0.92
Lumbini Rentals,Business,0.97
Gorkha Retreat,Travel,0.92
Sunrise Playzone Bhaktapur 631,Entertainment,0.83
Lalitpur Modern Training,Education,0.99
First Corner Butwal,Other,0.85
Elite Urban Academy Syangja,Education,0.97
Riverside Classic Printing Chitwan,Business,0.88
Seti Kitchen,Food & Dining,0.86
Seti Foods,Food & Dining,0.96
Urban Classic Wellness Kathmandu,Healthcare,0.86
Chitwan Wellness Pokhara,Healthcare,0.89
Elite Medical Biratnagar,Healthcare,0.95
Lumbini Lodge Biratnagar,Travel,0.9
Urban Tours Biratnagar,Travel,0.92
Mountain Consultancy Hetauda,Business,0.98
Butwal Foods Dharan,Food & Dining,0.98
Dullu Cinema,Entertainment,0.88
Blue Training Gorkha 346,Education,0.94
Chitwan Theatre 324,Entertainment,0.86
Heritage Emporium Chitwan,Shopping,0.92
City Global Rides Jumla,Transportation,0.99
Sundar Services Nepalgunj,Business,0.96
Good Tours 418,Travel,0.83
Moonlight Depo,Shopping,0.94
Quick Printing Pokhara,Business,0.81
Prime Service,Utilities,0.81
Butwal Hospital,Healthcare,0.91
Prime Hotel,Travel,0.97
Moonlight Mega Garage Pokhara,Transportation,0.94
Pashupati Club Biratnagar,Entertainment,0.84
City Travels Chitwan,Travel,0.92
Bagmati Retreat Biratnagar,Travel,0.84
Hetauda Internet Butwal,Utilities,0.92
Green Hospital Pokhara,Healthcare,0.87
Happy Ayurveda Syangja,Healthcare,0.82
Riverside Depo,Shopping,0.96
Urban Agency,Business,0.81
Seti Center Pokhara,Other,0.83
Mountain Flight 883,Travel,0.87
Lalitpur Ayurveda Lalitpur,Healthcare,0.87
Ananda Super Agency Biratnagar,Business,0.84
City Hotel Kathmandu,Travel,0.83
Metro Health Center Jumla 353,Healthcare,0.81
Trust Pharmacy Dhangadhi,Healthcare,0.92
Lalitpur Global Fashion,Shopping,0.92
Sukrishna Urban Hostel,Business,0.92
Royal Classic Service Dharan,Utilities,0.98
Naya Pharmacy,Healthcare,0.85
Golden Urban Stationery Syangja,Education,0.88
Koshi Mega Cafe,Food & Dining,0.85
Heritage Training Bhaktapur,Education,0.97
Everest Theatre Dharan,Entertainment,0.9
Lakeside Studio Janakpur,Entertainment,0.86
Urban Care Pokhara,Healthcare,0.88
Golden Stationery Lalitpur,Education,0.81
Mountain Clinic Kathmandu,Healthcare,0.97
Everest Energy,Utilities,0.87
Green Urban Telecom Lalitpur 443,Utilities,0.97
Metro Sewa Dhangadhi,Transportation,0.87
Blue Diner 659,Food & Dining,0.91
First Tours 248,Travel,0.87
Trust College,Education,0.94
Dharan Broadband Butwal,Utilities,0.93
Sukrishna Theatre,Entertainment,0.91
Ananda College 635,Education,0.82
Good Trans Gorkha,Transportation,0.82
Pokhara Cinema Chitwan,Entertainment,0.85
Himal Trans Jumla,Transportation,0.87
Lakeside Agency Butwal 364,Travel,0.82
Bhaktapur Laboratory Syangja,Healthcare,0.81
Lakeside Classic Clinic Gorkha,Healthcare,0.93
Pokhara Service 571,Utilities,0.96
Gorkha Theatre,Entertainment,0.95
Koshi Pharmacy Nepalgunj,Healthcare,0.91
Sundar Playzone Chitwan,Entertainment,0.92
Mountain Global Provider Lalitpur,Utilities,0.98
Heritage Super Hostel Kathmandu,Business,0.82
Green Provider 803,Utilities,0.94
Lumbini Super Laboratory Hetauda 431,Healthcare,0.8
Quick Momo,Food & Dining,0.97
Sukrishna Momo Chitwan,Food & Dining,0.92
Sukrishna Hospital,Healthcare,0.83
Pokhara Sewa Chitwan,Transportation,0.86
Happy Urban Broadband,Utilities,0.85
Nepalgunj Diagnostics,Healthcare,0.86
Mountain Urban Sewa Syangja,Transportation,0.93
Dharan Super Mart Kathmandu,Food & Dining,0.81
City Utility,Utilities,0.95
Quick Global Printing,Business,0.93
Sunrise Diner,Food & Dining,0.86
Pokhara Events Janakpur,Entertainment,0.95
Seti Garage,Transportation,0.89
Trust Hostel Jumla,Business,0.86
Biratnagar Diner Gorkha,Food & Dining,0.93
Heritage Super Momo Chitwan 40,Food & Dining,0.89
Lalitpur Global Hospital Biratnagar,Healthcare,0.88
Trust Logistics,Business,0.87
Sundar Super Supplies 534,Business,0.96
Blue Training Gorkha,Education,0.88
Sunrise Super Bhojanalay Chitwan,Food & Dining,0.96
Classic Center,Other,0.81
Blue Mega Lodge Jumla,Travel,0.92
Nepal Modern Assortment Janakpur,Other,0.94
Lakeside Office,Business,0.93
Ananda Printing Biratnagar,Business,0.94
Nepal College Nepalgunj,Education,0.93
Janakpur Ayurveda Nepalgunj,Healthcare,0.91
Syangja Tours,Travel,0.85
Smart Mega Logistics,Business,0.82
Trust Modern Laboratory Butwal 500,Healthcare,0.89
Bagmati Logistics,Business,0.94
Lumbini Energy Hetauda 383,Utilities,0.85
Urban Flight Hetauda,Travel,0.99
Bishal Office,Business,0.81
Naya Point Nepalgunj,Other,0.88
Himal Modern Solutions Kathmandu,Business,0.85
Sundar Center Pokhara,Other,0.96
City Consultancy Dharan,Business,0.85
Bagmati Classic Services,Business,0.81
Golden Office Lalitpur,Business,0.9
Blue Lounge,Entertainment,0.89
Trust Vendor,Other,0.88
Suryodaya Shop Nepalgunj,Other,0.97
Blue Electronics 424,Shopping,0.83
Nepal Classic Academy,Education,0.92
Urban College Dhangadhi 436,Education,0.97
Dharan University,Education,0.98
Moonlight Resort Kathmandu,Travel,0.83
Nepalgunj Rentals 192,Business,0.87
Lakeside School,Education,0.94
City Hospital,Healthcare,0.84
Biratnagar Supplies Nepalgunj,Business,0.99
Biratnagar Global Tours,Travel,0.88
Trust Kitchen Pokhara,Food & Dining,0.8
First Outlet,Shopping,0.82
Elite Institute Syangja,Education,0.98
Lumbini Mega Petrol Pump,Transportation,0.82
Everest Bhojanalay Gorkha,Food & Dining,0.87
Mero Health Center Biratnagar,Healthcare,0.84
Urban Collection,Shopping,0.92
Dullu Modern Care,Healthcare,0.86
Smart Momo Biratnagar,Food & Dining,0.96
Riverside University Gorkha,Education,0.92
Nepal Depo Gorkha,Shopping,0.88
Trust Goods Hetauda 209,Other,0.88
City Clinic 29,Healthcare,0.97
Biratnagar Global Care,Healthcare,0.96
Nepal Training Bhaktapur,Education,0.98
Lakeside Shop,Other,0.89
Sundar Tours Pokhara,Travel,0.83
Sukrishna Classic Energy 398,Utilities,0.91
Lumbini Electronics,Shopping,0.87
Himal Emporium Biratnagar,Shopping,0.92
Gorkha Internet,Utilities,0.98
Ananda Shop Dhangadhi,Shopping,0.86
Moonlight Depo 465,Shopping,0.8
Lalitpur Goods 931,Other,0.97
Trust Broadband Bhaktapur,Utilities,0.95
Suryodaya Global Bhojanalay,Food & Dining,0.92
Green Classic Training,Education,0.86
Nepalgunj Modern Diner Biratnagar 5,Food & Dining,0.97
Naya Bus Service 123,Transportation,0.9
Biratnagar Retreat Lalitpur,Travel,0.85
Pokhara Super Cafe,Food & Dining,0.97
Bishal Hotel Biratnagar,Travel,0.9
Heritage Entertainment Biratnagar,Entertainment,0.95
Elite Classic Lodge 499,Travel,0.94
Janakpur Mega Energy,Utilities,0.95
Moonlight Global Telecom,Utilities,0.9
Kathmandu Training,Education,0.82
Syangja Consultancy 535,Business,0.97
Janakpur Bhojanalay,Food & Dining,0.93
Lumbini Health Center Janakpur,Healthcare,0.98
Syangja Super Lodge Pokhara,Travel,0.95
City Transport Chitwan,Transportation,0.82
Nepal Classic Electronics,Shopping,0.82
Chitwan Theatre Dhangadhi,Entertainment,0.83
Chitwan Bus Service,Transportation,0.94
Dullu Modern Rides Biratnagar,Transportation,0.95
Metro Mega Momo,Food & Dining,0.87
Sunrise Mart,Food & Dining,0.93
Bishal Electronics Jumla,Shopping,0.99
Himal Foods,Food & Dining,0.86
Pashupati Fuel Station Nepalgunj 598,Transportation,0.86
Gorkha Emporium Kathmandu,Shopping,0.85
Good Cable 157,Utilities,0.95
First Mega Pasal,Other,0.92
Riverside Classic Academy,Education,0.8
Sundar Office,Business,0.95
Dharan School Chitwan 177,Education,0.89
Everest Travels,Transportation,0.93
Syangja College 624,Education,0.84
Prime Printing Gorkha 55,Business,0.95
Mero College,Education,0.91
Blue Arcade Chitwan,Entertainment,0.96
Sunrise Printing,Business,0.83
Smart Agency Hetauda,Business,0.99
Urban Mart,Shopping,0.98
Seti Agency,Travel,0.99
Happy Stationery Nepalgunj,Education,0.97
Smart Super Diner Dharan,Food & Dining,0.84
Elite Classic Clinic 338,Healthcare,0.96
City Clinic Dharan,Healthcare,0.81
Green Foods Dhangadhi,Food & Dining,0.89
Golden Supplies Lalitpur 328,Business,0.97
Kathmandu Global Utility,Utilities,0.88
Quick Tours Jumla,Travel,0.87
Nepal Momo Bhaktapur,Food & Dining,0.93
Biratnagar Cafe 471,Food & Dining,0.89
Smart Urban Sewa,Transportation,0.96
Nepalgunj Water 683,Utilities,0.92
Riverside Theatre Nepalgunj,Entertainment,0.82
Gorkha Kitchen Biratnagar,Food & Dining,0.86
Riverside Academy Gorkha,Education,0.96
Green Mega Agency Pokhara 450,Business,0.89
Suryodaya Petrol Pump Lalitpur,Transportation,0.89
Dharan Travels Nepalgunj,Travel,0.82
Mero Momo Janakpur,Food & Dining,0.98
Gorkha Club,Entertainment,0.9
Blue Service,Utilities,0.86
Biratnagar Modern Training,Education,0.95
Janakpur Internet Dharan 600,Utilities,0.84
Trust Super Guest House Gorkha,Travel,0.86
Bagmati Store 390,Shopping,0.88
Seti Super Health Center 186,Healthcare,0.9
First Classic Medical Dharan,Healthcare,0.85
Urban Arcade Jumla,Entertainment,0.98
Good Bazaar,Shopping,0.8
Bishal Modern Wellness,Healthcare,0.95
Everest Outlet,Shopping,0.96
Chitwan Cable Dhangadhi,Utilities,0.88
Ananda Rides 641,Transportation,0.88
Trust Studio,Entertainment,0.85
Everest Goods,Other,0.89
Moonlight Cinema 500,Entertainment,0.9
Sajilo Classic Care Janakpur,Healthcare,0.97
Kathmandu Books Dharan,Education,0.97
Suryodaya Taxi,Transportation,0.9
Trust Global Pasal Kathmandu,Other,0.92
Biratnagar Agency,Business,0.97
Quick Restaurant,Food & Dining,0.88
Everest Playzone Bhaktapur,Entertainment,0.95
Seti Supplies,Business,0.86
Himal Health Center Butwal,Healthcare,0.8
Mero Telecom Kathmandu,Utilities,0.93
Nepalgunj Flight Lalitpur,Travel,0.9
Pashupati Consultancy Kathmandu 576,Business,0.98
Golden Urban Playzone,Entertainment,0.84
Mountain Wellness Lalitpur,Healthcare,0.81
Seti Restaurant Butwal,Food & Dining,0.97
Gorkha Classic Mart,Food & Dining,0.83
Lakeside Supplies 297,Business,0.81
Royal Electronics,Shopping,0.82
Koshi Urban Point Hetauda,Other,0.85
Happy Center 206,Other,0.82
Janakpur Playzone Jumla,Entertainment,0.93
Suryodaya Trans,Transportation,0.83
Dullu Guest House,Travel,0.81
Hetauda Shop Gorkha,Other,0.85
Mero College Lalitpur 565,Education,0.86
Pokhara Health Center Janakpur,Healthcare,0.93
Lumbini Global Provider Dharan,Other,0.93
Janakpur Supplies,Business,0.86
Kathmandu Bakery 590,Food & Dining,0.88
Butwal Provider Chitwan,Other,0.82
Elite Mega Entertainment,Entertainment,0.99
Riverside Urban Institute Bhaktapur,Education,0.9
Nepal Modern Restaurant Hetauda,Food & Dining,0.88
Royal University Lalitpur,Education,0.95
Kathmandu Global Goods,Other,0.96
Lalitpur Global University 307,Education,0.8
Sukrishna Super Store Jumla,Shopping,0.86
Sukrishna Beverages,Food & Dining,0.87
Elite Clinic,Healthcare,0.88
Dharan Urban Supplies,Business,0.92
Syangja Bus Service 826,Transportation,0.95
Urban Trek,Travel,0.92
Seti Sewa Hetauda,Transportation,0.81
Dullu Classic Kirana Janakpur,Other,0.94
Mero Mega Utility Hetauda 178,Utilities,0.92
Nepalgunj Service,Utilities,0.88
Classic Foods Nepalgunj,Food & Dining,0.88
Hetauda Telecom Bhaktapur,Utilities,0.93
Trust Rentals Kathmandu,Business,0.92
Sundar Trans,Transportation,0.99
Royal Academy,Education,0.88
Prime Lounge Lalitpur,Entertainment,0.98
Quick Momo Bhaktapur,Food & Dining,0.89
Green Service Janakpur,Utilities,0.96
Everest Institute Kathmandu,Education,0.94
Sunrise Pharmacy Nepalgunj,Healthcare,0.87
Everest Health Center,Healthcare,0.92
Quick Cinema Biratnagar,Entertainment,0.91
Butwal Books,Education,0.98
Ananda Diner,Food & Dining,0.82
Naya Supplies Hetauda 746,Business,0.83
Dullu Fashion,Shopping,0.97
Himal Global Trans,Transportation,0.97
Good Sewa Gorkha,Transportation,0.98
Metro Energy Hetauda,Utilities,0.82
Seti Broadband Hetauda,Utilities,0.93
Quick Office Dharan,Business,0.93
Urban Classic Cable,Utilities,0.95
Mero Lounge Butwal 737,Entertainment,0.86
Trust Hospital Butwal,Healthcare,0.92
Quick Electric,Utilities,0.86
Nepal Classic Agency,Travel,0.82
Pokhara Urban Provider Dhangadhi 429,Utilities,0.96
Bishal Rentals,Business,0.8
Butwal Global Travels Biratnagar,Transportation,0.82
Everest Books Janakpur,Education,0.96
Blue Taxi Nepalgunj,Transportation,0.83
Heritage Collection 666,Shopping,0.87
Smart Ayurveda Gorkha,Healthcare,0.82
Everest College Kathmandu,Education,0.81
Ananda Travels Nepalgunj,Travel,0.84
Good Broadband,Utilities,0.98
Heritage Classic Care Gorkha,Healthcare,0.96
Everest Collection Lalitpur,Shopping,0.94
First Classic Tours Jumla,Travel,0.85
Ananda Urban Pasal,Other,0.82
Green Vendor,Other,0.93
Himal Vendor,Other,0.92
Syangja Super Laboratory,Healthcare,0.87
Metro Arcade,Entertainment,0.82
Golden Point,Other,0.96
Lumbini Health Center,Healthcare,0.88
City Tours Kathmandu,Travel,0.96
Lumbini Gaming Syangja,Entertainment,0.94
Riverside Lodge Chitwan,Travel,0.83
Biratnagar Modern Pasal 37,Other,0.82
Syangja Water Chitwan,Utilities,0.94
Janakpur Hotel,Travel,0.98
Sundar Trek Nepalgunj,Travel,0.88
Lakeside Sewa,Transportation,0.8
Koshi Classic Goods,Other,0.84
Bishal Laboratory,Healthcare,0.93
Bhaktapur Urban Solutions Pokhara 120,Business,0.94
Chitwan Lodge 863,Travel,0.87
Blue University Jumla,Education,0.84
Pokhara Collection Biratnagar 520,Shopping,0.98
Bhaktapur Urban Consultancy Janakpur,Business,0.95
Suryodaya Petrol Pump 55,Transportation,0.86
Mero Taxi,Transportation,0.81
Mero Depo Bhaktapur,Shopping,0.91
Royal Corner 22,Other,0.81
Mountain Urban Garage,Transportation,0.9
Sundar Urban Water Nepalgunj,Utilities,0.9
Everest Cinema Bhaktapur,Entertainment,0.97
Prime Global Bakery,Food & Dining,0.89
Nepal Hostel,Business,0.95
Sundar Collection Biratnagar,Shopping,0.85
Sukrishna Bhojanalay 568,Food & Dining,0.8
Janakpur Gaming 825,Entertainment,0.93
First Restaurant Pokhara,Food & Dining,0.9
Happy Electronics 624,Shopping,0.93
Naya Supplies,Business,0.9
Nepal Fuel Station,Transportation,0.95
Hetauda College,Education,0.85
Classic Mega Assortment,Other,0.92
Nepal Trans 716,Transportation,0.97
Koshi Hostel Gorkha,Business,0.91
Moonlight Point Gorkha,Other,0.85
Classic Modern Lodge,Travel,0.8
Nepal Modern Hospital Biratnagar 287,Healthcare,0.86
Nepalgunj Lounge,Entertainment,0.86
Green Mart Gorkha,Shopping,0.81
Moonlight Classic Wellness 109,Healthcare,0.86
Ananda Mega Foods,Food & Dining,0.81
Smart Modern Mart Jumla,Food & Dining,0.95
Sunrise Mega Agency,Business,0.91
Gorkha Rides 593,Transportation,0.9
Nepal Garage,Transportation,0.87
Moonlight Agency Biratnagar,Business,0.96
Lakeside Tuition,Education,0.87
Koshi Stationery 957,Education,0.82
Naya Travels Pokhara,Transportation,0.9
Bhaktapur Classic Club Dhangadhi,Entertainment,0.87
Nepal Water,Utilities,0.83
Royal Urban Shop Jumla,Shopping,0.8
Smart Global Collection Biratnagar,Shopping,0.95
Suryodaya Global Medical,Healthcare,0.96
Naya Classic Bazaar,Shopping,0.91
Elite Provider Butwal,Utilities,0.89
Koshi Super Provider,Other,0.8
Urban Hostel,Business,0.93
Everest Transport,Transportation,0.91
Chitwan Retreat Janakpur,Travel,0.86
Metro Provider Biratnagar,Utilities,0.87
Sukrishna Depo Gorkha,Shopping,0.82
Pashupati Entertainment Jumla,Entertainment,0.87
Bhaktapur Tours Pokhara,Travel,0.97
Bagmati Shop Bhaktapur 246,Other,0.86
Moonlight Playzone,Entertainment,0.81
Nepalgunj Petrol Pump,Transportation,0.92
Hetauda Center,Education,0.84
Nepal Tuition Gorkha,Education,0.86
Smart Kitchen,Food & Dining,0.87
Kathmandu Travels,Travel,0.83
Sunrise Kitchen,Food & Dining,0.94
Elite Goods,Other,0.94
Moonlight Emporium Lalitpur,Shopping,0.81
Lakeside Clinic Dhangadhi,Healthcare,0.89
Smart Mega Lounge,Entertainment,0.86
Sunrise Services Chitwan,Business,0.98
Ananda Shop,Shopping,0.97
Everest Arcade Dharan,Entertainment,0.84
Syangja Studio Syangja,Entertainment,0.87
Nepalgunj Classic Telecom,Utilities,0.92
Bhaktapur Emporium,Shopping,0.85
Prime Playzone,Entertainment,0.81
Sukrishna Health Center,Healthcare,0.85
Dullu Fuel Station Jumla,Transportation,0.97
First Playzone,Entertainment,0.9
Prime Utility Dhangadhi,Utilities,0.86
Lakeside Corner Hetauda,Other,0.92
Syangja Classic Garage Gorkha,Transportation,0.98
Riverside Hospital Nepalgunj 707,Healthcare,0.99
Syangja Bakery,Food & Dining,0.86
Pashupati Shop,Shopping,0.82
Butwal Mega Provider,Other,0.8
Sundar Foods Biratnagar,Food & Dining,0.85
Prime Beverages,Food & Dining,0.84
First Corner,Other,0.94
Sukrishna Global Electronics 892,Shopping,0.89
Bhaktapur Global Electric,Utilities,0.94
Lalitpur Laboratory Biratnagar 788,Healthcare,0.91
Butwal Global Assortment,Other,0.8
Bhaktapur Global Playzone,Entertainment,0.84
Trust Rides Dhangadhi,Transportation,0.81
Smart Diagnostics Pokhara,Healthcare,0.88
Urban Playzone,Entertainment,0.95
Bagmati Laboratory Pokhara,Healthcare,0.83
Elite Vendor,Other,0.84
Dharan Corner Chitwan 745,Other,0.92
Bhaktapur Care,Healthcare,0.82
Dharan Travels,Transportation,0.98
Mountain Global Collection Dhangadhi,Shopping,0.92
Heritage Club Bhaktapur 131,Entertainment,0.89
Dharan Petrol Pump Jumla,Transportation,0.92
Heritage Urban Playzone,Entertainment,0.95
Lalitpur Bus Service Biratnagar,Transportation,0.92
Happy Internet,Utilities,0.83
Moonlight Emporium Chitwan 699,Shopping,0.94
Suryodaya Fuel Station,Transportation,0.94
First Pharmacy 31,Healthcare,0.95
Kathmandu Theatre Kathmandu,Entertainment,0.8
Pokhara Shop,Other,0.89
Happy Playzone,Entertainment,0.99
Sajilo Garage Hetauda,Transportation,0.83
Trust Modern Arcade 605,Entertainment,0.82
Sundar Collection,Shopping,0.87
Naya Hotel Dharan,Travel,0.81
Naya Ayurveda Dharan,Healthcare,0.85
Sajilo Health Center,Healthcare,0.91
Good Tuition Dharan 420,Education,0.9
Bagmati Agency,Business,0.84
Dharan Depo 544,Shopping,0.85
Royal Depo Chitwan,Shopping,0.97
Pokhara Kitchen,Food & Dining,0.98
Moonlight Bazaar 211,Shopping,0.81
Dharan Classic Lodge,Travel,0.94
Bhaktapur Urban Institute Biratnagar,Education,0.8
Biratnagar Cafe Biratnagar,Food & Dining,0.97
Golden Health Center,Healthcare,0.96
Classic Retreat Kathmandu,Travel,0.84
Lalitpur Classic Logistics,Business,0.81
Dharan Goods Jumla,Other,0.83
Classic Fuel Station,Transportation,0.81
Golden Assortment 999,Other,0.99
Green Water,Utilities,0.94
Prime Sewa Nepalgunj,Transportation,0.9
Urban Center,Other,0.97
Pashupati Mega Retreat,Travel,0.94
Gorkha Store Pokhara,Shopping,0.95
Nepalgunj Telecom Nepalgunj,Utilities,0.97
Lalitpur Classic Training,Education,0.94
Classic Retreat 77,Travel,0.99
Dharan Global Outlet,Shopping,0.9
Mero Institute,Education,0.98
Sundar Office Bhaktapur,Business,0.83
Royal Provider Pokhara,Other,0.88
Butwal Books Bhaktapur,Education,0.86
Everest Provider Biratnagar,Utilities,0.98
Lalitpur Service Bhaktapur,Utilities,0.92
Quick Academy 382,Education,0.82
Janakpur Foods,Food & Dining,0.82
Blue Global Center,Other,0.96
Chitwan Transport,Transportation,0.97
Royal Classic Corner Nepalgunj,Other,0.88
